Slide_ID,Similarity
451,0.9073130697024924
551,0.9072618702112152
114,0.9067891668845612
364,0.9060005997298668
103,0.905810676435056
376,0.9056799568355164
90,0.905615601496816
112,0.905223374217376
142,0.9046100861321468
106,0.904337401588322
380,0.904214967583709
362,0.9038450069462748
478,0.9024619542675586
313,0.901852757440855
24,0.9017004155035364
61,0.9005004301081936
408,0.8996228990919061
125,0.8993603972655148
40,0.897438491080414
407,0.8970825954641121
320,0.8964365051508691
213,0.8959327220501949
532,0.8949906776906889
113,0.8948636210002532
70,0.8947188007391667
363,0.894055433575841
105,0.8939005487135335
455,0.892107355060648
393,0.8913025790307728
214,0.8902636998245468
465,0.8899945813312845
306,0.8898458214598959
91,0.8896159471411473
430,0.8892138629960087
466,0.8885758978278268
304,0.8881662810570969
399,0.8873992356602535
523,0.8873919824109617
146,0.8858111729876811
443,0.885379061180634
38,0.8853419162551519
118,0.8849835303828664
63,0.8846729586293904
27,0.8845393557719655
111,0.8837904550922
84,0.8837700565982682
143,0.8817128959048736
204,0.8813277244287798
72,0.8809840398400621
8,0.880329627163475
457,0.8801958737420401
520,0.8797429150314813
34,0.8791336026982167
483,0.8790227531446866
65,0.8782328839615684
332,0.8776066930243338
550,0.8773334640858342
133,0.8772153553357654
225,0.8767806974424402
500,0.8766553526483716
432,0.876627432261092
475,0.8764512387368786
464,0.876377775558839
132,0.8751855837398044
479,0.8746206562398191
348,0.8740760640611758
480,0.8739013046041257
450,0.873627193952313
60,0.8734042326916538
208,0.8733588682852031
462,0.8727058326014966
411,0.8726358717175844
217,0.8715570422266246
494,0.8712520592421431
544,0.8709719594594695
324,0.8702133664714945
454,0.8700299711641318
498,0.8696027639446656
87,0.8691211449874314
71,0.868994515985091
511,0.8682306894923323
94,0.867692748040936
412,0.8673569004127304
56,0.8673033606198579
433,0.8654270073495779
242,0.865323226578996
396,0.8650896642256849
536,0.86436627250856
359,0.8637430410589526
110,0.8636158525010714
144,0.8635863090453557
205,0.8632899698647533
391,0.8632809478955723
410,0.8627935090199941
131,0.8624341790448973
420,0.8620458626204864
3,0.8614488557507585
416,0.8597671199705874
488,0.8592380781210844
453,0.8587749256361847
495,0.856971107767458
449,0.8569173680308938
136,0.8564852868797425
358,0.8558027672497391
211,0.8554056614468921
509,0.8552467212510493
517,0.854773051775255
429,0.8538193306040653
149,0.8537544746005943
438,0.8532026040914205
467,0.8529547399872479
409,0.8529287837144438
387,0.852648788208188
501,0.8498552158453307
384,0.8482270915049539
224,0.8471583260128218
447,0.8471176746569626
207,0.8445313600057184
546,0.8444038492478877
327,0.8441143113599943
424,0.8423827731125721
406,0.8420599327441882
404,0.8420327344947838
446,0.8411985295967628
235,0.8410097233980218
335,0.840947481332793
418,0.8407676422475514
492,0.8391108325836223
486,0.8388466761821816
334,0.8387703380761781
202,0.8386938288846316
529,0.8386558556610787
489,0.8384329485086881
223,0.8378739292913996
343,0.8362966964278566
108,0.8358596809803488
330,0.8357428871172304
549,0.8349693329751352
474,0.8343468845885238
318,0.8343123562407057
421,0.83393725599372
437,0.83319137205263
365,0.8331375931518795
350,0.8331255796286644
377,0.8321680136497024
405,0.8317674715777552
126,0.8311952718841715
403,0.83106873553642
140,0.8309452126593143
493,0.8309084692532414
490,0.8308077087831871
233,0.8307614871908158
73,0.8287815175413037
441,0.8270159846866003
135,0.8260077210014385
229,0.8256472552446165
312,0.8236171070991791
440,0.8233424072727258
322,0.8217582416190385
274,0.8207170576557037
445,0.8204558681186478
206,0.8190623884148663
469,0.8181803089012181
314,0.8176654524412175
415,0.8168808674954238
78,0.8163442418885258
382,0.813624376976945
201,0.8134990263592834
392,0.8131062363918851
349,0.8127572455355289
434,0.811238513005405
277,0.8090585963758984
428,0.8088609544016029
328,0.8081914883529961
138,0.8074531904201804
542,0.8066428405439915
79,0.8065905672292407
139,0.8057399883236248
397,0.8050154350973686
395,0.8036850038251512
337,0.8036022148420183
417,0.8030527762910085
361,0.8025607975814403
526,0.8016834813379317
394,0.8008470823392736
357,0.7988396919950186
243,0.7978099465258802
461,0.7964977425694827
122,0.7962570552003555
319,0.7959866970482953
452,0.7954764892976569
374,0.7951897763287678
219,0.794679297605176
302,0.7906848717547331
503,0.7904230044106139
460,0.7898927130931678
388,0.7880560196753588
371,0.7871504084825177
367,0.7849009837817789
333,0.7839963382121176
553,0.7833201445887232
379,0.782922662963205
378,0.7824650350616368
502,0.7809938537955774
470,0.7809322994468625
448,0.7808630954888138
436,0.7794875420158931
308,0.7790868537440309
499,0.7787106605331668
444,0.7785599011031462
369,0.7785481067453703
482,0.7778505590625346
468,0.7771244382896938
372,0.774652995464898
527,0.7736918940553803
321,0.7735113035087016
435,0.7674709472306112
270,0.7672046971571765
514,0.7642606739454276
471,0.7641991693969615
341,0.7620322610968673
326,0.7619055878538215
240,0.7618743848910753
231,0.7596596033072154
423,0.7590148627793547
134,0.7584973543520033
300,0.7583873301726255
221,0.7536098679639706
331,0.7509199712065543
273,0.7460482146912694
524,0.7458796173126059
323,0.7442583380746052
340,0.7436393258238643
262,0.7418970114642536
400,0.7404414863561951
263,0.7394448839223962
309,0.7393131857010142
227,0.7375888288901421
216,0.7361157432770374
548,0.7342779984474688
431,0.7289709034423016
210,0.7288980927553084
244,0.7283012816660029
473,0.7282720346776292
535,0.727333079303875
209,0.7260291466551979
238,0.7225549922810814
222,0.7173493321501735
237,0.7165908252376357
246,0.7119782953904317
228,0.7104766519636155
215,0.7085750848226945
342,0.7073281987887924
402,0.7053938446910369
347,0.7042574726234917
496,0.703956803734354
301,0.699927188555081
459,0.6990960663896032
283,0.6942005496870675
325,0.6904854230942421
226,0.6883779934867865
381,0.6845747933555
303,0.6734944974189361
271,0.6706313321837033
278,0.6675293434102252
299,0.6655853735747295
281,0.6650142342883572
254,0.6595148707912846
282,0.6579514601366085
272,0.6564787102518121
294,0.6540657045250425
543,0.6535915326719648
247,0.6520980843904033
288,0.6518594749603188
275,0.6504538731272063
307,0.6468677742381563
266,0.6436256622982095
289,0.6398703297754392
297,0.6381686194136479
279,0.6310235281153387
293,0.6293153123571231
280,0.6277436357069368
290,0.6276570584251139
265,0.6254538276041227
248,0.6242364313206693
286,0.6224441820245454
284,0.6186792599482737
285,0.6155113888142778
264,0.6079926884732875
255,0.5941735737895796
260,0.5907805430395638
298,0.5877186363067229
287,0.5836966359484588
245,0.5754733574622568
267,0.565093573405045
261,0.556685672236371
250,0.5471437167596038
259,0.5398023386532229
296,0.5341267506768242
258,0.5335938182725977
